Movie,Month,Day,Year,Budget($M),Domestic Gross($M),Worldwide Gross($M)
Speed Racer,May,9,2008,120,43.945766,93.394462
Calendar Girls,Dec,19,2003,10,31.011616,93.074616
Michael Clayton,Oct,5,2007,21.5,49.033882,92.987651
When Harry Met Sally…,Jul,14,1989,16,92.823546,92.96196
Deuce Bigalow: Male Gigolo,Dec,10,1999,18,65.535067,92.935067
House of Flying Daggers,Dec,3,2004,12,11.050094,92.863945
The Last Song,Mar,31,2010,20,62.950384,92.678948
Friday the 13th,Feb,13,2009,17,65.002019,92.670237
Gwoemul,Mar,9,2007,12,2.201923,92.618117
I Am Sam,Dec,28,2001,22,40.270895,92.542418
Four Brothers,Aug,12,2005,30,74.494381,92.494381
The Family Stone,Dec,16,2005,18,60.062868,92.357499
"I Love You, Man",Mar,20,2009,40,72.01301,92.302502
The Skeleton Key,Aug,12,2005,40,47.907715,92.256918
Spotlight,Nov,6,2015,20,45.055776,92.217729
Secret Window,Mar,12,2004,40,47.958031,92.111551
White Noise,Jan,7,2005,10,56.09436,92.09436
No Reservations,Jul,27,2007,28,43.107979,91.943956
Treasure Planet,Nov,27,2002,100,38.120554,91.8
Red Riding Hood,Mar,11,2011,42,37.662162,91.678442
My Big Fat Greek Wedding 2,Mar,25,2016,18,59.689605,91.651878
Get Him to the Greek,Jun,4,2010,40,61.153526,91.455875
Drag Me To Hell,May,29,2009,30,42.100625,91.388487
Office Christmas Party,Dec,9,2016,45,54.767494,91.342494
The Purge,Jun,7,2013,3,64.473115,91.266581
Season of the Witch,Jan,7,2011,40,24.827228,91.1266
Romeo Must Die,Mar,22,2000,25,55.973336,91.03676
The Karate Kid,Jun,22,1984,8,90.815558,90.815558
Kangaroo Jack,Jan,17,2003,60,66.723216,90.723216
Autumn in New York,Aug,11,2000,40,37.752931,90.717684
King Kong,Dec,17,1976,23,52.614445,90.614445
Burlesque,Nov,24,2010,55,39.440655,90.552675
Burlesque,Nov,24,2010,55,39.440655,90.552675
Galaxy Quest,Dec,24,1999,45,71.423726,90.523726
Madea Goes To Jail,Feb,20,2009,17.5,90.508336,90.508336
The Tale of Despereaux,Dec,19,2008,60,50.877145,90.482317
Bring it On,Aug,25,2000,10,68.35355,90.45355
In the Heart of the Sea,Dec,11,2015,100,25.020758,90.420758
Final Destination 2,Jan,31,2003,26,46.896664,90.396664
The Second Best Exotic Marigold Hotel,Mar,6,2015,10,33.078266,90.384306
Bedazzled,Oct,20,2000,48,37.879996,90.376224
This is 40,Dec,21,2012,35,67.544505,90.221182
Racing Stripes,Jan,14,2005,30,49.772522,89.95554
Sucker Punch,Mar,25,2011,75,36.392502,89.758389
Anchorman: The Legend of Ron Burgundy,Jul,9,2004,25,84.136909,89.476265
Stigmata,Sep,10,1999,32,50.041732,89.441732
About Time,Nov,1,2013,12,15.323921,89.309178
Underworld 3: Rise of the Lycans,Jan,23,2009,35,45.802315,89.102315
The Transporter 2,Sep,2,2005,32,43.095856,88.978458
Rumor Has It,Dec,25,2005,70,42.99614,88.933562
State of Play,Apr,17,2009,60,37.017955,88.83221
Ben-Hur,Aug,19,2016,95,26.410477,88.7251
La Môme,Jun,8,2007,15.5,10.299782,88.611837
Snowpiercer,Jun,27,2014,40,4.563029,88.06988
Match Point,Dec,28,2005,15,23.089926,87.973835
Deliver Us from Evil,Jul,2,2014,30,30.577122,87.956618
Spawn,Jul,31,1997,40,54.979992,87.949859
Sinister,Oct,12,2012,3,48.086903,87.727807
Ali,Dec,25,2001,109,58.183966,87.683966
R.V.,Apr,28,2006,55,71.724497,87.473024
R.V.,Apr,28,2006,55,71.724497,87.473024
Bicentennial Man,Dec,17,1999,90,58.220776,87.420776
Peter Pan,Feb,5,1953,4,87.4,87.4
Paranormal Activity: The Marked Ones,Jan,3,2014,5,32.462372,87.251115
Volver,Nov,3,2006,9.4,12.899867,87.226613
Hall Pass,Feb,25,2011,68,45.060734,87.173475
The Lincoln Lawyer,Mar,18,2011,40,58.0092,87.145086
The Shaggy Dog,Mar,10,2006,60,61.123569,87.123569
Sabrina,Dec,15,1995,58,53.458319,87.1
Sabrina,Dec,15,1995,58,53.458319,87.1
El Laberinto del Fauno,Dec,29,2006,16,37.634615,87.041569
Star Trek III: The Search for Spock,Jun,1,1984,18,76.471046,87
The Naked Gun 2½: The Smell of Fear,Jun,28,1991,23,86.930411,86.930411
Epic Movie,Jan,26,2007,20,39.739367,86.858578
Dinner for Schmucks,Jul,30,2010,69,73.026337,86.796502
Oceans,Apr,22,2010,80,19.422319,86.78753
A Million Ways to Die in The West,May,30,2014,40,42.720965,86.778557
Old School,Feb,21,2003,24,75.155,86.765463
Abduction,Sep,23,2011,35,28.087155,86.648359
Rat Race,Aug,17,2001,48,56.607223,86.607223
The Kingdom,Sep,28,2007,72.5,47.46725,86.509602
The Constant Gardener,Aug,31,2005,25.5,33.579798,86.301599
Young Frankenstein,Dec,15,1974,2.8,86.3,86.3
The Inbetweeners,Sep,7,2012,5.7,0.035955,86.05132
The Cell,Aug,18,2000,35,61.280963,85.911226
Max Payne,Oct,17,2008,35,40.689393,85.763888
Tears of the Sun,Mar,7,2003,75,43.632458,85.632458
The Whole Nine Yards,Feb,18,2000,24,57.262492,85.527867
Paper Towns,Jul,24,2015,12,32.000304,85.5123
Collateral Beauty,Dec,16,2016,36,31.016021,85.31507
Stripes,Jun,26,1981,10,85.3,85.3
Jackass: Number Two,Sep,22,2006,11,72.778712,85.278712
Date Movie,Feb,17,2006,20,48.548426,85.146165
Final Fantasy: The Spirits Within,Jul,11,2001,137,32.13183,85.13183
Das Boot,Feb,10,1982,12,11.487676,84.970337
Meet the Spartans,Jan,25,2008,30,38.233676,84.646831
J. Edgar,Nov,9,2011,35,37.30603,84.60603
Sicario,Sep,18,2015,30,46.889293,84.448946
Pinocchio,Feb,9,1940,2.289247,84.3,84.3
Priest,May,13,2011,60,29.136626,84.154026
Les Bronzés 3: amis pour la vie,Dec,31,2006,42,0,83.833602
The Illusionist,Aug,18,2006,16.5,39.868642,83.792062
Piranha 3D,Aug,20,2010,24,25.003155,83.66016
Snatch,Dec,8,2000,10,30.093107,83.593107
Point Break,Jul,12,1991,24,43.218387,83.531958
Les Choristes,Nov,26,2004,5.5,3.629758,83.529758
Airplane!,Jul,4,1980,3.5,83.453539,83.453539
Fantasia,Nov,13,1940,2.28,83.32,83.32
Assassins,Oct,6,1995,50,30.306268,83.306268
Blow,Apr,6,2001,30,52.990775,83.282296
In & Out,Sep,19,1997,35,63.826569,83.226569
Sky High,Jul,29,2005,35,63.939454,83.109359
Dead Man Walking,Dec,29,1995,11,39.387284,83.088295
Zodiac,Mar,2,2007,85,33.080084,83.080084
The Strangers,May,30,2008,9,52.59761,83.051676
Rings,Feb,3,2017,25,27.793018,82.99146
28 Days Later…,Jun,27,2003,8,45.064915,82.955633
The Possession,Aug,31,2012,14,49.130588,82.925064
Edge of Darkness,Jan,29,2010,60,43.31389,82.812456
Act of Valor,Feb,24,2012,12,70.012847,82.497035
La famille Bélier,May,8,2015,11,0,82.43867
Carrie,Oct,18,2013,30,35.266619,82.40952
Men of Honor,Nov,10,2000,32,48.814909,82.339483
"Big Mommas: Like Father, Like Son",Feb,18,2011,32,37.915414,82.33245
Hostel,Jan,6,2006,4.8,47.326473,82.24111
Identity,Apr,25,2003,28,52.131264,82.183683
Elizabeth,Nov,6,1998,25,30.082699,82.150642
Reign of Fire,Feb,19,2002,60,43.061982,82.150183
Letters to Juliet,May,14,2010,30,53.032453,82.148538
Catwoman,Jul,23,2004,100,40.202379,82.145379
On Her Majesty's Secret Service,Dec,18,1969,8,22.8,82
The Land Before Time,Nov,18,1988,12.3,48.092846,81.972846
Hitman: Agent 47,Aug,21,2015,35,22.46745,81.96745
Ouija: Origin of Evil,Oct,21,2016,9,35.144505,81.831866
Hot Fuzz,Apr,20,2007,16,23.618786,81.742618
Midnight Run,Jul,20,1988,30,38.413606,81.613606
M*A*S*H,Jan,1,1970,3.5,81.6,81.6
Hope Floats,May,29,1998,30,60.110313,81.529
Premonition,Mar,16,2007,20,47.852604,81.461343
Tinker Tailor Soldier Spy,Dec,9,2011,21,24.149393,81.452811
Vampires Suck,Aug,18,2010,20,36.661504,81.424988
Pain & Gain,Apr,26,2013,26,49.875291,81.275291
Apocalypse Now,Aug,15,1979,31.5,78.8,81.250488
The Grey,Jan,27,2012,25,51.580136,81.249176
Fried Green Tomatoes,Dec,27,1991,11,81.20483,81.20483
Police Academy,Mar,23,1984,4.5,81.198894,81.198894
Das Leben der Anderen,Feb,9,2007,2,11.284657,81.197047
Frankenweenie,Oct,5,2012,39,35.287788,81.150788
Duplicity,Mar,20,2009,60,40.572825,81.079566
The Rundown,Sep,26,2003,85,47.641743,80.831893
Sinbad: Legend of the Seven Seas,Jul,2,2003,60,26.483452,80.767884
Spy Kids: All the Time in the World,Aug,19,2011,27,38.536376,80.681183
Savages,Jul,6,2012,45,47.3231,80.59486
Hannibal Rising,Feb,9,2007,50,27.669725,80.583311
Fiddler on the Roof,Jan,1,1971,9,80.5,80.5
The Rookie,Mar,29,2002,22,75.600072,80.491516
Did You Hear About the Morgans?,Dec,18,2009,58,29.580087,80.480566
Did You Hear About the Morgans?,Dec,18,2009,58,29.580087,80.480566
30 Days of Night,Oct,19,2007,30,39.568996,80.276156
Fame,Sep,25,2009,18,22.45551,80.227619
The Wedding Ringer,Jan,16,2015,23,64.460211,80.171596
Finding Forrester,Dec,19,2000,43,51.768623,80.013623
Footloose,Feb,17,1984,8.2,80,80
The Ten Commandments,Oct,5,1956,13.5,80,80
Exit Wounds,Mar,16,2001,33,51.758599,79.958599
Dragon Wars: D-War,Sep,14,2007,32,10.977721,79.915361
The Golden Child,Dec,12,1986,12,79.817937,79.817937
Revolutionary Road,Dec,26,2008,45,22.95134,79.60482
"Good Bye, Lenin!",Feb,27,2004,6.4,4.063859,79.384539
Muppets Most Wanted,Mar,21,2014,55,51.178893,79.312301
Muppets Most Wanted,Mar,21,2014,55,51.178893,79.312301
Jackass: The Movie,Oct,25,2002,5,64.282312,79.282312
El orfanato,Dec,28,2007,4,7.159147,79.250193
Conan the Barbarian,May,14,1982,20,38.264085,79.114085
R.I.P.D.,Jul,19,2013,130,33.618855,79.076678
Showtime,Mar,15,2002,85,37.948765,78.948765
From Russia With Love,Apr,8,1964,2,24.8,78.9
Orphan,Jul,24,2009,20,41.596251,78.769428
Going in Style,Apr,7,2017,24,45.018541,78.714211
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Mar,22,1991,25,78.656813,78.656813
The Boss,Apr,8,2016,29,63.07756,78.652395
Scary Movie V,Apr,12,2013,20,32.015787,78.613981
Righteous Kill,Sep,12,2008,60,40.08141,78.48141
If I Stay,Aug,22,2014,11,50.474843,78.35617
Collateral Damage,Feb,8,2002,85,40.048332,78.353508
The Other Boleyn Girl,Feb,29,2008,40,26.814957,78.26997
The Unborn,Jan,9,2009,16,42.67041,78.208812
Paranormal Activity: The Ghost Dimension,Oct,23,2015,10,18.297124,78.096553
The Sentinel,Apr,21,2006,60,36.280697,78.080697
Drive,Sep,16,2011,15,35.060689,78.054825
The Terminator,Oct,26,1984,6.4,38.019031,78.019031
Manchester by the Sea,Nov,18,2016,8.5,47.695371,77.761947
The Ides of March,Oct,7,2011,23,40.962534,77.735925
Hostage,Mar,11,2005,75,34.636443,77.636443
United 93,Apr,28,2006,18,31.567134,77.635035
Windtalkers,Jun,14,2002,115,40.914068,77.628265
The Number 23,Feb,23,2007,32,35.193167,77.593167
Out of Sight,Jun,26,1998,48,37.562568,77.562568
Kubo and the Two Strings,Aug,19,2016,55,48.023088,77.548564
Kubo and the Two Strings,Aug,19,2016,55,48.023088,77.548564
Halloween,Aug,31,2007,15,58.269151,77.514401
Serendipity,Oct,5,2001,28,50.25531,77.477297
The Ladykillers,Mar,26,2004,35,39.692139,77.392139
Diary of a Wimpy Kid: Dog Days,Aug,3,2012,22,49.008662,77.229695
Money Train,Nov,22,1995,68,35.324232,77.224232
Mirrors,Aug,15,2008,35,30.691439,77.220596
There Will Be Blood,Dec,26,2007,25,40.222514,77.208711
Bad Santa,Nov,26,2003,18,60.060328,77.147031
Barbershop,Sep,13,2002,12,75.781642,77.063461
Diary of a Wimpy Kid,Mar,19,2010,15,64.003625,76.954311
Man cheng jin dai huang jin jia,Dec,21,2006,45,6.566773,76.904429
Coach Carter,Jan,14,2005,45,67.264877,76.665507
The Muppet Movie,Jun,22,1979,8,76.657,76.657
Home on the Range,Apr,2,2004,110,50.026353,76.482461
Stealth,Jul,29,2005,138,32.116746,76.416746
The Mechanic,Jan,28,2011,42.5,29.121498,76.347393
The Untouchables,Jun,3,1987,25,76.270454,76.270454
John Wick,Oct,24,2014,30,43.037835,76.235001
Easy A,Sep,17,2010,8,58.401464,76.200721
The Book Thief,Nov,8,2013,19,21.488481,76.086711
The Mortal Instruments: City of Bones,Aug,21,2013,60,31.165421,75.965567
Mike and Dave Need Wedding Dates,Jul,8,2016,33,46.009673,75.909673
Tin Cup,Aug,16,1996,45,53.854588,75.854588
Cruel Intentions,Mar,5,1999,11,38.230075,75.803716
"O Brother, Where Art Thou?",Dec,22,2000,26,45.506619,75.763814
Dreamcatcher,Mar,21,2003,68,33.685268,75.685268
Stomp the Yard,Jan,12,2007,14,61.356221,75.525718
The Last of the Mohicans,Sep,25,1992,40,75.505856,75.505856
Crimson Peak,Oct,16,2015,55,31.09032,75.466595
Crimson Peak,Oct,16,2015,55,31.09032,75.466595
The Count of Monte Cristo,Jan,25,2002,40,54.228104,75.38909
The Back-up Plan,Apr,23,2010,35,37.490007,75.281179
Elizabeth: The Golden Age,Oct,12,2007,55,16.28524,74.870866
Elizabeth: The Golden Age,Oct,12,2007,55,16.28524,74.870866
The Prince of Tides,Dec,25,1991,30,74.787599,74.787599
Jackie Brown,Dec,25,1997,12,39.673162,74.727492
"I, Frankenstein",Jan,24,2014,65,19.07529,74.57529
Bend it Like Beckham,Mar,12,2003,5.6,32.543449,74.566042
WarGames,Jun,3,1983,12,74.433837,74.433837
To Rome with Love,Jun,22,2012,21.5,16.684352,74.326015
The Kite Runner,Dec,14,2007,20,15.800078,74.180745
Escape From Planet Earth,Feb,15,2013,40,57.012977,74.15661
The Core,Mar,28,2003,85,31.11126,74.132631
War Room,Aug,28,2015,3,67.790117,73.975239
Obsessed,Apr,24,2009,20,68.261644,73.964713
The Hurricane,Dec,29,1999,38,50.699241,73.956241
The Divine Secrets of the Ya-Ya Sisterhood,Jun,7,2002,27,69.586544,73.826768
Miracles from Heaven,Mar,16,2016,13,61.705123,73.79872
Diary of a Wimpy Kid: Rodrick Rules,Mar,25,2011,18,52.698535,73.695194
Life,Apr,16,1999,75,64.062587,73.521587
Brick Mansions,Apr,25,2014,28,20.396829,73.421224
Beetlejuice,Mar,30,1988,15,73.326666,73.326666
Here Comes the Boom,Oct,12,2012,42,45.290318,73.239258
Tyler Perry’s Boo! A Madea Halloween,Oct,21,2016,20,73.206343,73.206343
"Dude, Where's My Car?",Dec,15,2000,13,46.729374,73.180297
Superhero Movie,Mar,28,2008,35,26.63852,73.026302
Ben-Hur,Nov,18,1959,15,73,73
The Best Man Holiday,Nov,15,2013,17,70.525195,72.83571
Lady in the Water,Jul,21,2006,75,42.285169,72.785169
The One,Nov,2,2001,49,43.905746,72.689126
Urban Legend,Sep,25,1998,14,38.116707,72.571864
Eternal Sunshine of the Spotless Mind,Mar,19,2004,20,34.366518,72.570762
Death Race,Aug,22,2008,65,36.316032,72.516819
"Yours, Mine and Ours",Nov,23,2005,45,53.359917,72.359917
Colombiana,Aug,26,2011,40,36.665854,72.295262
My Fair Lady,Oct,22,1964,17,72,72.070955
Around the World in 80 Days,Jun,16,2004,110,24.004159,72.004159
Funny People,Jul,31,2009,72.5,51.855045,71.880305
Small Soldiers,Jul,10,1998,40,55.143823,71.743823
Rules of Engagement,Apr,7,2000,60,61.322858,71.719931
Sammy's avonturen: De geheime doorgang,Dec,31,2010,25,0,71.594792
Trainspotting,Jul,19,1996,3.1,16.501785,71.558971
Bandits,Oct,12,2001,75,41.523271,71.523271
What Dreams May Come,Oct,2,1998,80,55.485043,71.485043
The Royal Tenenbaums,Dec,14,2001,28,52.353636,71.430876
The House Bunny,Aug,22,2008,25,48.237389,71.390601
Holes,Apr,18,2003,20,67.383924,71.232214
Shanghai Noon,May,26,2000,55,56.932305,71.189835
Shanghai Noon,May,26,2000,55,56.932305,71.189835
Down to Earth,Feb,16,2001,30,64.172251,71.172251
3:10 to Yuma,Sep,7,2007,48,53.606916,71.171825
XXX: State of the Union,Apr,29,2005,60,26.873932,71.073932
The Counselor,Oct,25,2013,25,16.973715,71.009334
Anna Karenina,Nov,16,2012,49,12.816367,71.004627
Cleopatra,Jun,12,1963,42,57,71
Son of God,Feb,28,2014,22,59.700064,70.949793
Kate and Leopold,Dec,25,2001,48,47.095453,70.937778
Groundhog Day,Feb,12,1993,14.6,70.906973,70.906973
Shallow Hal,Nov,9,2001,40,70.836296,70.836296
The Grudge 2,Oct,13,2006,20,39.143839,70.743839
The Cabin in the Woods,Apr,13,2012,30,42.073277,70.742948
Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,Feb,1,2008,6.5,65.281781,70.712099
Ronin,Sep,25,1998,55,41.610884,70.692101
Ronin,Sep,25,1998,55,41.610884,70.692101
Takers,Aug,27,2010,32,57.74472,70.587268
Den of Thieves,Jan,19,2018,30,44.789259,70.553347
The Dilemma,Jan,14,2011,70,48.47529,70.546865
Delivery Man,Nov,22,2013,22,30.659817,70.53687
The Hills Have Eyes,Mar,10,2006,17,41.778863,70.355813
Anacondas: The Hunt for the Blood Orchid,Aug,27,2004,25,31.526393,70.326393
Babylon A.D.,Aug,29,2008,45,22.532572,70.216497
Star Trek V: The Final Frontier,Jun,9,1989,30,52.210049,70.2
License to Wed,Jul,3,2007,35,43.799818,70.187088
The Last Exorcism,Aug,27,2010,1.8,41.03435,70.1659
A Cinderella Story,Jul,16,2004,19,51.438175,70.164105
House of Wax,May,6,2005,35,32.0648,70.0648
Think Like a Man Too,Jun,20,2014,24,65.028687,70.027933
Born on the Fourth of July,Dec,20,1989,14,70.001698,70.001698
Halloween,Oct,17,1978,0.325,47,70
Lawrence of Arabia,Dec,16,1962,15,37.495385,69.995385
Private Benjamin,Oct,10,1980,15,69.847348,69.847348
Children of Men,Dec,25,2006,76,35.552383,69.845011
Tae Guik Gi: The Brotherhood of War,Sep,3,2004,12.5,1.110186,69.826708
The Call,Mar,15,2013,12.8,51.872378,69.821476
Grudge Match,Dec,25,2013,40,29.80726,69.80726
Un long dimanche de fiançailles,Nov,26,2004,55,6.167817,69.759296
Un long dimanche de fiançailles,Nov,26,2004,55,6.167817,69.759296
Saw VI,Oct,23,2009,11,27.693292,69.752402
The Best Little Whorehouse in Texas,Jul,23,1982,20.5,69.701637,69.701637
The Transporter Refueled,Sep,4,2015,22,16.02967,69.698495
The Kid,Jul,7,2000,65,69.688384,69.688384
Land of the Lost,Jun,5,2009,100,49.43837,69.548641
Because I Said So,Feb,2,2007,39,42.67404,69.538833
Bad Company,Jun,7,2002,70,30.157016,69.157016
Babe: Pig in the City,Nov,25,1998,80,18.31986,69.13186
The Age of Adaline,Apr,24,2015,30,42.629776,69.057415
Begin Again,Jun,27,2014,8,16.170632,68.838736
Precious (Based on the Novel Push by Sapphire),Nov,6,2009,10,47.566524,68.722848
From Hell,Oct,19,2001,35,31.598308,68.712365
2001: A Space Odyssey,Apr,2,1968,10.5,56.7,68.7
Star Wars: The Clone Wars,Aug,15,2008,8.5,35.161554,68.695443
Open Range,Aug,15,2003,26,58.331254,68.613992
Moonrise Kingdom,May,25,2012,16,45.512466,68.582095
One Direction: This is Us,Aug,30,2013,10,28.873374,68.541786
Thirteen Ghosts,Oct,26,2001,19,41.86796,68.46796
Pokemon 3: The Movie,Apr,6,2001,3,17.052128,68.452128
Ghost Ship,Oct,25,2002,20,30.113491,68.349884
Practical Magic,Oct,16,1998,60,46.850558,68.336997
Skyline,Nov,12,2010,10,21.416355,68.264973
The Boy,Jan,22,2016,10,35.819556,68.220952
The X-Files: I Want to Believe,Jul,25,2008,35,20.982478,68.170792
Frequency,Apr,28,2000,31,44.983704,68.079671
The American,Sep,1,2010,20,35.606376,67.950723
Letters from Iwo Jima,Dec,20,2006,13,13.756082,67.867998
Austin Powers: International Man of Mystery,May,2,1997,18,53.883989,67.683989
Legion,Jan,22,2010,26,40.16808,67.647574
The Men Who Stare at Goats,Nov,6,2009,24,32.428195,67.348218
Star Trek: Nemesis,Dec,13,2002,60,43.254409,67.312826
The Next Three Days,Nov,19,2010,30,21.148651,67.255916
When a Stranger Calls,Feb,3,2006,15,47.860214,67.215435
Boogeyman,Feb,4,2005,20,46.752382,67.192859
Coal Miner's Daughter,Mar,7,1980,15,67.182787,67.182787
The Watch,Jul,27,2012,55,34.353,67.130045
The Watch,Jul,27,2012,55,34.353,67.130045
Space Chimps,Jul,18,2008,37,30.105968,67.029956
Run All Night,Mar,13,2015,50,26.461644,66.961644
Tyler Perry's Madea's Witness Protection,Jun,29,2012,20,65.653242,66.950887
102 Dalmatians,Nov,22,2000,85,66.941559,66.941559
Changing Lanes,Apr,12,2002,45,66.790248,66.790248
Hero,Oct,2,1992,42,19.487173,66.787173
Selma,Jan,9,2015,20,52.076908,66.776908
Side Effects,Feb,8,2013,30,32.172757,66.742138
Inkheart,Jan,23,2009,60,17.303424,66.655938
Thirteen Days,Dec,22,2000,80,34.566746,66.554547
The Godfather: Part III,Dec,25,1990,54,66.520529,66.520529
The Godfather: Part III,Dec,25,1990,54,66.520529,66.520529
The Bank Job,Mar,7,2008,20,30.06066,66.143005
August Rush,Nov,21,2007,25,31.664162,66.015869
Hot Tub Time Machine,Mar,26,2010,36,50.269859,65.96775
Barbershop 2: Back in Business,Feb,6,2004,18,65.070412,65.842412
Sweet November,Feb,16,2001,40,25.288103,65.754228
K-19: The Widowmaker,Jul,19,2002,90,35.168966,65.716126
Ever After: A Cinderella Story,Jul,31,1998,26,65.705772,65.705772
The Road to El Dorado,Mar,31,2000,95,50.802661,65.7
16 Blocks,Mar,3,2006,45,36.895141,65.595141
Witness,Feb,8,1985,12,65.532576,65.532576
The Ghost Writer,Feb,19,2010,45,15.541549,65.532491
Street Kings,Apr,11,2008,20,26.418667,65.457811
Killer Elite,Sep,23,2011,70,25.124986,65.409046
Take the Lead,Apr,7,2006,30,34.742066,65.390493
Hanna,Apr,8,2011,30,40.259119,65.343694
Moonlight,Oct,21,2016,1.5,27.854931,65.339156
Donnie Brasco,Feb,28,1997,35,41.954997,65.303052
Jersey Boys,Jun,20,2014,40,47.047013,65.282732
Se jie,Sep,28,2007,15,4.604982,65.261291
Without a Paddle,Aug,20,2004,30,58.156435,65.12128
House on Haunted Hill,Oct,29,1999,19,40.846082,65.090541
Something Borrowed,May,6,2011,35,39.046489,65.084116
The Benchwarmers,Apr,7,2006,35,59.843754,65.063726
Haeundae,May,11,2010,16,0,64.733391
Nothing To Lose,Jul,18,1997,25,44.480039,64.594061
The Host,Mar,29,2013,50,26.623701,64.477051
Miracle,Feb,6,2004,28,64.378093,64.474705
The Imaginarium of Doctor Parnassus,Dec,25,2009,30,7.689607,64.352607
Wag the Dog,Dec,25,1997,15,43.05747,64.252038
