byline,critics_pick,date_updated,display_title,headline,link.suggested_link_text,link.type,link.url,mpaa_rating,multimedia,opening_date,publication_date,summary_short
Stephen Holden,0,11/2/2017 4:17,Airborne,AIRBORNE (MOVIE),Read the New York Times Review of Airborne,article,http://www.nytimes.com/movie/review?res=9F0CE4DD1139F93BA2575AC0A965958260,PG,,9/17/1993,9/18/1993,Rollerblader at new school. Strictly formula.
Janet Maslin,0,11/2/2017 4:17,Wittgenstein,WITTGENSTEIN (MOVIE),Read the New York Times Review of Wittgenstein,article,http://www.nytimes.com/movie/review?res=9F0CE5DC1739F934A2575AC0A965958260,,,9/17/1993,9/17/1993,
Vincent Canby,0,11/2/2017 4:17,Striking Distance,STRIKING DISTANCE (MOVIE),Read the New York Times Review of Striking Distance,article,http://www.nytimes.com/movie/review?res=9F0CE3D61639F934A2575AC0A965958260,R,,9/17/1993,9/17/1993,Serial killings. Brisk thriller.
Janet Maslin,0,11/2/2017 4:17,Into the West,INTO THE WEST (MOVIE),Read the New York Times Review of Into the West,article,http://www.nytimes.com/movie/review?res=9F0CE4D61239F934A2575AC0A965958260,PG,,9/17/1993,9/17/1993,Irish boys and magical white stallion. Warm-hearted and picturesque.
Stephen Holden,0,11/2/2017 4:17,Dr. Bethune,DR BETHUNE (MOVIE),Read the New York Times Review of Dr. Bethune,article,http://www.nytimes.com/movie/review?res=9F0CE5DB1239F934A2575AC0A965958260,,,9/17/1993,9/17/1993,
Janet Maslin,1,11/2/2017 4:17,Household Saints,HOUSEHOLD SAINTS (MOVIE),Read the New York Times Review of Household Saints,article,http://www.nytimes.com/movie/review?res=9F0CE6D91731F936A2575AC0A965958260,R,,9/15/1993,9/15/1993,Strange homespun miracles in Little Italy. Offbeat and intriguing.
Vincent Canby,0,11/2/2017 4:17,Undercover Blues,UNDERCOVER BLUES (MOVIE),Read the New York Times Review of Undercover Blues,article,http://www.nytimes.com/movie/review?res=9F0CE4D9133DF932A2575AC0A965958260,PG-13,,9/10/1993,9/11/1993,Married ex-spies deal with terrorist ring and new baby. Genial comic surprise.
Janet Maslin,0,11/2/2017 4:17,True Romance,TRUE ROMANCE (MOVIE),Read the New York Times Review of True Romance,article,http://www.nytimes.com/movie/review?res=9F0CE3D9123AF933A2575AC0A965958260,R,,9/10/1993,9/10/1993,"Road caper that eventually goes Hollywood, hilariously. Vibrant, grisly, gleefully amoral."
Stephen Holden,0,11/2/2017 4:17,The Seventh Coin,"SEVENTH COIN, THE (MOVIE)",Read the New York Times Review of The Seventh Coin,article,http://www.nytimes.com/movie/review?res=9F0CE0DF113AF933A2575AC0A965958260,PG-13,,9/10/1993,9/10/1993,"In Jerusalem, a priceless ancient coin. Weird Peter, silly cat- and-mouse scramble but plenty local color."
JANET MASLIN,0,11/2/2017 4:17,Something Within Me,Something Within Me (Movie),Read the New York Times Review of Something Within Me,article,http://www.nytimes.com/movie/review?res=9C01E6DD1E3AF93BA15756C0A965958260,,,9/8/1993,5/28/1993,
Stephen Holden,0,11/2/2017 4:17,Fortress,FORTRESS (MOVIE),Read the New York Times Review of Fortress,article,http://www.nytimes.com/movie/review?res=9F0CE5D81E3BF937A3575AC0A965958260,R,,9/3/1993,9/4/1993,Couple sent to prison because of second pregnancy. Clunky futurism.
Janet Maslin,0,11/2/2017 4:17,Kalifornia,KALIFORNIA (MOVIE),Read the New York Times Review of Kalifornia,article,http://www.nytimes.com/movie/review?res=9F0CEEDA1730F930A3575AC0A965958260,R,,9/3/1993,9/3/1993,Cross-country with writer researching serial killers. Morally bankrupt and proud of it.
Janet Maslin,0,11/2/2017 4:17,Calendar Girl,CALENDAR GIRL (MOVIE),Read the New York Times Review of Calendar Girl,article,http://www.nytimes.com/movie/review?res=9F0CE5DE1030F930A3575AC0A965958260,PG-13,,9/3/1993,9/3/1993,Three youths head to L.A. in 1962 to find Marilyn Monroe. The usual coming-of age journey.
Janet Maslin,0,11/2/2017 4:17,Boxing Helena,BOXING HELENA (MOVIE),Read the New York Times Review of Boxing Helena,article,http://www.nytimes.com/movie/review?res=9F0CE1D8113EF930A3575AC0A965958260,Not Rated,,9/3/1993,9/3/1993,"Literally, via surgery. Kinky, macabre tale of erotic fascination. Perverse but hypnotically peculiar."
Janet Maslin,0,11/2/2017 4:17,Bad Behaviour,BAD BEHAVIOR (MOVIE),Read the New York Times Review of Bad Behaviour,article,http://www.nytimes.com/movie/review?res=9F0CE3DF1030F930A3575AC0A965958260,R,,9/3/1993,9/3/1993,"Irish couple deal with not being perfect. Quite likable in its sly, rambling way."
Stephen Holden,0,11/2/2017 4:17,Once Upon a Time in China II,"ONCE UPON A TIME IN CHINA, PART 2 (MOVIE)",Read the New York Times Review of Once Upon a Time in China II,article,http://www.nytimes.com/movie/review?res=9F0CE5DC1639F932A3575AC0A965958260,R,,9/1/1993,9/1/1993,
STEPHEN HOLDEN,0,11/2/2017 4:17,The Thing Called Love,"Thing Called Love, The (Movie)  ",Read the New York Times Review of The Thing Called Love,article,http://www.nytimes.com/movie/review?res=9507EEDC163FF936A25754C0A96F958260,PG-13,,8/27/1993,7/15/1999,Rising country singer in Nashville.
Stephen Holden,0,11/2/2017 4:17,Blake Edwards' Son of the Pink Panther,SON OF THE PINK PANTHER (MOVIE),Read the New York Times Review of Blake Edwards' Son of the Pink Panther,article,http://www.nytimes.com/movie/review?res=9F0CEFD71638F93BA1575BC0A965958260,PG,,8/27/1993,8/28/1993,Kidnapped princess. Clouseau Jr. in dad's missteps but not in his style.
Stephen Holden,0,11/2/2017 4:17,Only the Strong,ONLY THE STRONG (MOVIE),Read the New York Times Review of Only the Strong,article,http://www.nytimes.com/movie/review?res=9E06E6DD1E3AF934A1575BC0A965958260,PG-13,,8/27/1993,8/27/1993,Musical kung fu tale in Miami high school. Slam-bang typical core.
Janet Maslin,0,11/2/2017 4:17,Needful Things,NEEDFUL THINGS (MOVIE),Read the New York Times Review of Needful Things,article,http://www.nytimes.com/movie/review?res=9F0CEFD81E30F934A1575BC0A965958260,R,,8/27/1993,8/27/1993,"Sinister shopkeeper, via Stephen King. Mechanical and sophomoric."
Stephen Holden,0,11/2/2017 4:17,Inside Monkey Zetterland,INSIDE MONKEY ZETTERLAND (MOVIE),Read the New York Times Review of Inside Monkey Zetterland,article,http://www.nytimes.com/movie/review?res=9F0CEFDA1E39F936A25753C1A965958260,R,,8/25/1993,10/15/1993,"Eccentric L.A. clan and others. Colorful cast in straining, bulging dark comedy that hits manic chaos."
Janet Maslin,0,11/2/2017 4:17,The Man Without A Face,"MAN WITHOUT A FACE, THE (MOVIE)",Read the New York Times Review of The Man Without A Face,article,http://www.nytimes.com/movie/review?res=9F0CE0DE1730F936A1575BC0A965958260,PG-13,,8/25/1993,8/25/1993,"Disfigured Maine hermit. Crisp, believable drama."
Janet Maslin,0,11/2/2017 4:17,Surf Ninjas,SURF NINJAS (MOVIE),Read the New York Times Review of Surf Ninjas,article,http://www.nytimes.com/movie/review?res=9F0CE1DF1F3BF932A1575BC0A965958260,PG,,8/20/1993,8/21/1993,Wisecracking California surfers in Asia. Mindlessly watchable.
Janet Maslin,0,11/2/2017 4:17,Wilder Napalm,WILDER NAPALM (MOVIE),Read the New York Times Review of Wilder Napalm,article,http://www.nytimes.com/movie/review?res=9F0CEFD71E30F933A1575BC0A965958260,PG-13,,8/20/1993,8/20/1993,Two brothers can make things burst into flames. Plain bizarre romantic comic strip.
JANET MASLIN,0,11/2/2017 4:17,King of the Hill,King of the Hill (Movie),Read the New York Times Review of King of the Hill,article,http://www.nytimes.com/movie/review?res=9905E5DD1E3AF933A1575BC0A965958260,PG-13,,8/20/1993,8/20/1993,"Young boy copes with the Depression in seedy St. Louis hotel, via Steven Soderbergh. Warm and witty."
JANET MASLIN,0,11/2/2017 4:17,Hard Target,Hard Target (Movie),Read the New York Times Review of Hard Target,article,http://www.nytimes.com/movie/review?res=9807E6DD1E3AF933A1575BC0A965958260,R,,8/20/1993,8/20/1993,Muscles from Brussels in New Orleans. Bloodthirsty.
Stephen Holden,0,11/2/2017 4:17,The Ballad of Little Jo,"BALLAD OF LITTLE JO, THE (MOVIE)",Read the New York Times Review of The Ballad of Little Jo,article,http://www.nytimes.com/movie/review?res=9F0CEEDD173BF933A1575BC0A965958260,R,,8/20/1993,8/20/1993,"Female cross-dresser in Old West. Acute, astonishing."
Janet Maslin,0,11/2/2017 4:17,Manhattan Murder Mystery,MANHATTAN MURDER MYSTERY (MOVIE),Read the New York Times Review of Manhattan Murder Mystery,article,http://www.nytimes.com/movie/review?res=9F0CE0D81330F93BA2575BC0A965958260,PG,,8/18/1993,8/18/1993,Making like Nick and Nora. Endless talk but hint of wisdom.
STEPHEN HOLDEN,0,11/2/2017 4:17,Jason Goes To Hell: The Final Friday,JASON GOES TO HELL: THE FINAL FRIDAY (MOVIE),Read the New York Times Review of Jason Goes To Hell: The Final Friday,article,http://www.nytimes.com/movie/review?res=9F0CE5DF1338F937A2575BC0A965958260,R,,8/13/1993,8/14/1993,Familiar hockey-masked fiend takes over various bodies. Mostly close-up gore.
Janet Maslin,0,11/2/2017 4:17,The Secret Garden,"SECRET GARDEN, THE (MOVIE)",Read the New York Times Review of The Secret Garden,article,http://www.nytimes.com/movie/review?res=9F0CE5DA1138F930A2575BC0A965958260,G,,8/13/1993,8/13/1993,Burnett's children's classic about lonely little girl. Discreet and elegantly expressive.
Janet Maslin,0,11/2/2017 4:17,Heart and Souls,HEART AND SOULS (MOVIE),Read the New York Times Review of Heart and Souls,article,http://www.nytimes.com/movie/review?res=9F0CE1DF1F38F930A2575BC0A965958260,PG-13,,8/13/1993,8/13/1993,Yuppie inhabited by four spirits with earthly problems. Caught in sentimental limbo.
STEPHEN HOLDEN,0,11/2/2017 4:17,Especially on Sunday,ESPECIALLY ON SUNDAY (MOVIE),Read the New York Times Review of Especially on Sunday,article,http://www.nytimes.com/movie/review?res=9F0CE4DC1E38F930A2575BC0A965958260,R,,8/13/1993,8/13/1993,"Three vignettes of love, longing and loss range from the corny to the elegaic."
JANET MASLIN,0,11/2/2017 4:17,Searching for Bobby Fischer,Searching for Bobby Fischer (Movie),Read the New York Times Review of Searching for Bobby Fischer,article,http://www.nytimes.com/movie/review?res=980CE7DD1E3AF932A2575BC0A965958260,PG,,8/11/1993,8/11/1993,Does for chess what ''Red Shoes'' did for ballet. Appealing family drama with winning young protagonist.
Stephen Holden,0,11/2/2017 4:17,The Meteor Man,"METEOR MAN, THE (MOVIE)",Read the New York Times Review of The Meteor Man,article,http://www.nytimes.com/movie/review?res=9F0CE0DE1138F934A3575BC0A965958260,PG,,8/6/1993,8/7/1993,"Inner-city superhero. Half spoof, half role model, and one undercuts the other."
Stephen Holden,0,11/2/2017 4:17,My Boyfriend's Back,MY BOYFRIEND'S BACK (MOVIE),Read the New York Times Review of My Boyfriend's Back,article,http://www.nytimes.com/movie/review?res=9F0CE2DC1439F935A3575BC0A965958260,PG-13,,8/6/1993,8/6/1993,Lovesick teenager turns zombie. Derivative one-joke romp.
Janet Maslin,0,11/2/2017 4:17,The Fugitive,"FUGITIVE, THE (MOVIE)",Read the New York Times Review of The Fugitive,article,http://www.nytimes.com/movie/review?res=9F0CE3DB1030F935A3575BC0A965958260,PG-13,,8/6/1993,8/6/1993,"Super juggernaut of an adventure owes nothing to the past, including that series."
Janet Maslin,0,11/2/2017 4:17,House of Angels,COLIN NUTLEY'S HOUSE OF ANGELS (MOVIE),Read the New York Times Review of House of Angels,article,http://www.nytimes.com/movie/review?res=9F0CE4DA173EF935A3575BC0A965958260,R,,8/6/1993,8/6/1993,"Cabaret singer claims inheritance, disrupts Swedish village."
Janet Maslin,0,11/2/2017 4:17,That Night,THAT NIGHT (MOVIE),Read the New York Times Review of That Night,article,http://www.nytimes.com/movie/review?res=9F0CE7D61E30F935A3575BC0A965958260,PG-13,,8/6/1993,8/6/1993,"Awkward, overdone drama of 1960's Long Island suburb, from haunting, elusive McDermott novel."
Stephen Holden,0,11/2/2017 4:17,The Wedding Banquet,"WEDDING BANQUET, THE (MOVIE)",Read the New York Times Review of The Wedding Banquet,article,http://www.nytimes.com/movie/review?res=9F0CEFDB1431F937A3575BC0A965958260,R,,8/4/1993,8/4/1993,"Gay Asian-American fakes ceremony in Greenwich Village, via Ang Lee. Poignant comedy of manners."
JANET MASLIN,0,11/2/2017 4:17,So I Married An Axe Murderer,SO I MARRIED AN AXE MURDERER (PLAY),Read the New York Times Review of So I Married An Axe Murderer,article,http://www.nytimes.com/movie/review?res=9F0CE7D61E39F933A05754C0A965958260,PG-13,,7/30/1993,7/30/1993,"Bachelor falls for butcher, but is she too good with sharp objects? Surprising, wacky comic bonanza."
Vincent Canby,0,11/2/2017 4:17,Rising Sun,RISING SUN (MOVIE),Read the New York Times Review of Rising Sun,article,http://www.nytimes.com/movie/review?res=9F0CE4DE1739F933A05754C0A965958260,R,,7/30/1993,7/30/1993,"Killing linked to Washington and Japan, from Crichton novel. Slick but tangled."
Vincent Canby,0,11/2/2017 4:17,Tom & Jerry: The Movie,TOM AND JERRY: THE MOVIE,Read the New York Times Review of Tom & Jerry: The Movie,article,http://www.nytimes.com/movie/review?res=9F0CE3D91739F933A05754C0A965958260,G,,7/30/1993,7/30/1993,
Janet Maslin,0,11/2/2017 4:17,"Hold Me, Thrill Me, Kiss Me","HOLD ME, THRILL ME, KISS ME (MOVIE)","Read the New York Times Review of Hold Me, Thrill Me, Kiss Me",article,http://www.nytimes.com/movie/review?res=9F0CE1DE1639F933A05754C0A965958260,R,,7/30/1993,7/30/1993,"Trailer park oddballs. Campy, garish quickie. Freewheeling and tongue-in-cheek."
VINCENT CANBY,0,11/2/2017 4:17,La Vie De Bohème,"VIE DE BOHEME, LA (MOVIE)",Read the New York Times Review of La Vie De Bohème,article,http://www.nytimes.com/movie/review?res=9E0CE4D9153AF93AA35753C1A964958260,Not Rated,,7/29/1993,10/9/1992,
Vincent Canby,0,11/2/2017 4:17,Robin Hood: Men in Tights,ROBIN HOOD: MEN IN TIGHTS (MOVIE),Read the New York Times Review of Robin Hood: Men in Tights,article,http://www.nytimes.com/movie/review?res=9F0CE4DD1431F93BA15754C0A965958260,PG-13,,7/28/1993,7/28/1993,Mel Brooks skewers past Robins. Typically funny to brashly awful.
Vincent Canby,0,11/2/2017 4:17,Poetic Justice,POETIC JUSTICE (MOVIE),Read the New York Times Review of Poetic Justice,article,http://www.nytimes.com/movie/review?res=9F0CE7DB1F30F930A15754C0A965958260,R,,7/23/1993,7/23/1993,L.A. beauty salon worker. Well aimed but fuzzy romantic melodrama.
Janet Maslin,0,11/2/2017 4:17,Coneheads,CONEHEADS (MOVIE),Read the New York Times Review of Coneheads,article,http://www.nytimes.com/movie/review?res=9F0CE0DB1F3EF930A15754C0A965958260,PG,,7/23/1993,7/23/1993,``Saturday Night Live'' extraterrestrials. Has some dopey charm.
Vincent Canby,0,11/2/2017 4:17,Another Stakeout,ANOTHER STAKEOUT (MOVIE),Read the New York Times Review of Another Stakeout,article,http://www.nytimes.com/movie/review?res=9F0CE5DE1231F930A15754C0A965958260,PG-13,,7/23/1993,7/23/1993,Inept cops again. Thinly stretched sequel.
Janet Maslin,0,11/2/2017 4:17,Amongst Friends,AMONGST FRIENDS (MOVIE),Read the New York Times Review of Amongst Friends,article,http://www.nytimes.com/movie/review?res=9F0CE2DE1F30F930A15754C0A965958260,R,,7/23/1993,7/23/1993,Pals attracted to life of crime. Noisy posturing.
Stephen Holden,0,11/2/2017 4:17,Road Scholar,ROAD SCHOLAR (MOVIE),Read the New York Times Review of Road Scholar,article,http://www.nytimes.com/movie/review?res=9F0CE0D61331F935A25754C0A965958260,PG,,7/16/1993,7/16/1993,
Janet Maslin,0,11/2/2017 4:17,Hocus Pocus,HOCUS POCUS (MOVIE),Read the New York Times Review of Hocus Pocus,article,http://www.nytimes.com/movie/review?res=9F0CEEDE1031F935A25754C0A965958260,PG,,7/16/1993,7/16/1993,Halloweeners confronted by real witches. Unholy mess.
Vincent Canby,0,11/2/2017 4:17,Free Willy,FREE WILLY (MOVIE),Read the New York Times Review of Free Willy,article,http://www.nytimes.com/movie/review?res=9F0CE7DC1F3EF935A25754C0A965958260,PG,,7/16/1993,7/16/1993,Boy and his orca. For the very young.
Vincent Canby,0,11/2/2017 4:17,Benefit of the Doubt,BENEFIT OF THE DOUBT (MOVIE),Read the New York Times Review of Benefit of the Doubt,article,http://www.nytimes.com/movie/review?res=9F0CE3DA1331F935A25754C0A965958260,R,,7/16/1993,7/16/1993,"Paroled wife-killer rejoins daughter who helped convict him. Arch, wooden, unsurprising."
Stephen Holden,0,11/2/2017 4:17,Weekend at Bernie's II,WEEKEND AT BERNIE'S II (MOVIE),Read the New York Times Review of Weekend at Bernie's II,article,http://www.nytimes.com/movie/review?res=9F0CE6DA1F31F933A25754C0A965958260,PG,,7/9/1993,7/10/1993,"Tropic isle chaotic scramble. Frantic, high-pitched sequel. Often funny."
Vincent Canby,0,11/2/2017 4:17,In the Line of Fire,IN THE LINE OF FIRE (MOVIE),Read the New York Times Review of In the Line of Fire,article,http://www.nytimes.com/movie/review?res=9F0CE1DF1539F93AA35754C0A965958260,R,,7/9/1993,7/9/1993,"Assassin vs. White House Secret Service agent. Firm suspense, top Clint and John."
Stephen Holden,0,11/2/2017 4:17,Rookie of the Year,ROOKIE OF THE YEAR (MOVIE),Read the New York Times Review of Rookie of the Year,article,http://www.nytimes.com/movie/review?res=9F0CE2D81231F934A35754C0A965958260,PG,,7/7/1993,7/7/1993,Little boy gets to pitch for Chicago Cubs. Feathery fastball fantasy.
VINCENT CANBY,0,11/2/2017 4:17,Barjo,BARJO (MOVIE),Read the New York Times Review of Barjo,article,http://www.nytimes.com/movie/review?res=9F0CE4DF1431F934A35754C0A965958260,,,7/7/1993,7/7/1993,
Vincent Canby,0,11/2/2017 4:17,Son-In-Law,SON-IN-LAW (MOVIE),Read the New York Times Review of Son-In-Law,article,http://www.nytimes.com/movie/review?res=9F0CE3D6123DF931A35754C0A965958260,PG-13,,7/2/1993,7/2/1993,College girl returns to family farm with goofy boyfriend. Just dreadful.
Vincent Canby,1,11/2/2017 4:17,Much Ado About Nothing,MUCH ADO ABOUT NOTHING (MOVIE),Read the New York Times Review of Much Ado About Nothing,article,http://www.nytimes.com/movie/review?res=9F0CE7DD133DF934A35756C0A965958260,PG-13,,7/2/1993,5/7/1993,Shakespeare's romantic comedy set in Tuscan villa. Another Branagh bull's-eye.
Vincent Canby,0,11/2/2017 4:17,The Firm,"FIRM, THE (MOVIE)",Read the New York Times Review of The Firm,article,http://www.nytimes.com/movie/review?res=9F0CE4D81139F933A05755C0A965958260,R,,6/30/1993,6/30/1993,"New lawyer, enigmatic Memphis outfit, via Grisham. Able but slow, with absurd wrap-up."
STEPHEN HOLDEN,0,11/2/2017 4:17,Deadly Currents,DEADLY CURRENTS (DOCUMENTARY FILM),Read the New York Times Review of Deadly Currents,article,http://www.nytimes.com/movie/review?res=9E0CE4D8133FF935A25753C1A964958260,R,,6/27/1993,10/16/1992,
Vincent Canby,0,11/2/2017 4:17,Sleepless in Seattle,SLEEPLESS IN SEATTLE (MOVIE),Read the New York Times Review of Sleepless in Seattle,article,http://www.nytimes.com/movie/review?res=9F0CE5DA123EF936A15755C0A965958260,PG,,6/25/1993,6/25/1993,"Seattle widower and Baltimore newswoman. Cannily concocted love story, impossible to resist."
Vincent Canby,0,11/2/2017 4:17,House of Cards,HOUSE OF CARDS (MOVIE),Read the New York Times Review of House of Cards,article,http://www.nytimes.com/movie/review?res=9F0CE5DC1F3EF936A15755C0A965958260,PG-13,,6/25/1993,6/25/1993,Widow tries to reach autistic daughter. Total murk.
Vincent Canby,0,11/2/2017 4:17,Dennis the Menace,DENNIS THE MENACE (MOVIE),Read the New York Times Review of Dennis the Menace,article,http://www.nytimes.com/movie/review?res=9F0CE1DE1F3EF936A15755C0A965958260,PG,,6/25/1993,6/25/1993,Prankish little boy with cowlick. Bland.
Janet Maslin,0,11/2/2017 4:17,What's Love Got to Do With It,WHAT'S LOVE GOT TO DO WITH IT (MOVIE),Read the New York Times Review of What's Love Got to Do With It,article,http://www.nytimes.com/movie/review?res=9F0CE4D71539F93AA35755C0A965958260,R,,6/25/1993,6/9/1993,"Tina Turner, with and without Ike. Broad, savvy, entertaining."
STEPHEN HOLDEN,0,11/2/2017 4:17,Once Upon a Forest,ONCE UPON A FOREST (ANIMATED FILM),Read the New York Times Review of Once Upon a Forest,article,http://www.nytimes.com/movie/review?res=9F0CE7D9153AF93BA25755C0A965958260,G,,6/18/1993,6/18/1993,"Appealing, pensive animation."
Vincent Canby,0,11/2/2017 4:17,Last Action Hero,LAST ACTION HERO (MOVIE),Read the New York Times Review of Last Action Hero,article,http://www.nytimes.com/movie/review?res=9F0CE0D7103BF93BA25755C0A965958260,PG-13,,6/18/1993,6/18/1993,"Young boy links up with film detective, on and off screen. Like a long ``Saturday Night Live'' sketch with great special effects."
Stephen Holden,0,11/2/2017 4:17,Equinox,EQUINOX (MOVIE),Read the New York Times Review of Equinox,article,http://www.nytimes.com/movie/review?res=9F0CE7DE1131F93BA3575AC0A965958260,R,,6/11/1993,9/8/1993,"Good twin, evil twin separated at birth. Likable but mushy."
Janet Maslin,0,11/2/2017 4:17,Jurassic Park,JURASSIC PARK (MOVIE),Read the New York Times Review of Jurassic Park,article,http://www.nytimes.com/movie/review?res=9F0CE1D71E3DF932A25755C0A965958260,PG-13,,6/11/1993,6/11/1993,"Spielberg's prehistoric animal blockbuster, via Crichton novel. Gripping."
Vincent Canby,0,11/2/2017 4:17,Orlando,ORLANDO (MOVIE),Read the New York Times Review of Orlando,article,http://www.nytimes.com/movie/review?res=9F0CE4D91038F93AA25750C0A965958260,PG-13,,6/9/1993,3/19/1993,"Offbeat, dazzling go at Woolf's offbeat, dazzling book."
Stephen Holden,0,11/2/2017 4:17,Stepping Razor Red X: The Peter Tosh Story,STEPPING RAZOR-RED X (MOVIE),Read the New York Times Review of Stepping Razor Red X: The Peter Tosh Story,article,http://www.nytimes.com/movie/review?res=9F0CEFDE143BF933A1575BC0A965958260,,,6/4/1993,8/20/1993,
Janet Maslin,0,11/2/2017 4:17,Life With Mikey,LIFE WITH MIKEY (MOVIE),Read the New York Times Review of Life With Mikey,article,http://www.nytimes.com/movie/review?res=9F0CE0DF123AF937A35755C0A965958260,PG,,6/4/1993,6/4/1993,Former child star still pitching. Tireless Fox keeps the comedy afloat.
Janet Maslin,0,11/2/2017 4:17,Guilty As Sin,GUILTY AS SIN (MOVIE),Read the New York Times Review of Guilty As Sin,article,http://www.nytimes.com/movie/review?res=9F0CE7D8143AF937A35755C0A965958260,R,,6/4/1993,6/4/1993,Ambiguous Lothario on trial for murder. Unimpressive drama.
Janet Maslin,0,11/2/2017 4:17,The Music of Chance,"MUSIC OF CHANCE, THE (MOVIE)",Read the New York Times Review of The Music of Chance,article,http://www.nytimes.com/movie/review?res=9F0CE7D7173BF93AA25750C0A965958260,R,,6/4/1993,3/19/1993,"Beckett-like fable of bizarre plaything, two drifters and fate. Elegant, cooly inviting version of Auster novel."
Stephen Holden,0,11/2/2017 4:17,Sofie,SOFIE (MOVIE),Read the New York Times Review of Sofie,article,http://www.nytimes.com/movie/review?res=9F0CE7DF1630F932A15756C0A965958260,,,5/29/1993,5/21/1993,Parents and tradition force a 19th-century Jewish woman to marry a man she does not love. Directed by Liv Ullmann.
Caryn James,0,11/2/2017 4:17,Sankofa,SANKOFA (MOVIE),Read the New York Times Review of Sankofa,article,http://www.nytimes.com/movie/review?res=9500EFDA173EF93BA35757C0A962958260,,,5/28/1993,4/8/1994,
Janet Maslin,0,11/2/2017 4:17,Super Mario Brothers,SUPER MARIO BROTHERS (MOVIE),Read the New York Times Review of Super Mario Brothers,article,http://www.nytimes.com/movie/review?res=9F0CEFDE1E39F93AA15756C0A965958260,PG,,5/28/1993,5/29/1993,"Brooklyn dinosaurs, via video game. Human cast surprisingly unscathed."
STEPHEN HOLDEN,0,11/2/2017 4:17,Happily Ever After,HAPPILY EVER AFTER (ANIMATED FILM),Read the New York Times Review of Happily Ever After,article,http://www.nytimes.com/movie/review?res=9F0CE4D71638F93AA15756C0A965958260,G,,5/28/1993,5/29/1993,
Janet Maslin,0,11/2/2017 4:17,Made in America,MADE IN AMERICA (MOVIE),Read the New York Times Review of Made in America,article,http://www.nytimes.com/movie/review?res=9F0CEED91039F93BA15756C0A965958260,PG-13,,5/28/1993,5/28/1993,Meeting sperm donor years later. Broad but charmingly acted.
Janet Maslin,0,11/2/2017 4:17,Cliffhanger,CLIFFHANGER (MOVIE),Read the New York Times Review of Cliffhanger,article,http://www.nytimes.com/movie/review?res=9F0CEEDD1638F93BA15756C0A965958260,R,,5/28/1993,5/28/1993,"Harrowing air crash forces demoralized rescue worker back into action. Rugged, mile-high suspense."
STEPHEN HOLDEN,0,11/2/2017 4:17,The Long Day Closes,"LONG DAY CLOSES, THE (MOVIE)",Read the New York Times Review of The Long Day Closes,article,http://www.nytimes.com/movie/review?res=9F0CE7DF1039F93BA15756C0A965958260,PG,,5/28/1993,5/28/1993,"Shy boy in mid-1950's Liverpool. Sequel to ``Distant Voices.'' Artful, quirky, often touching."
Janet Maslin,1,11/2/2017 4:17,Like Water for Chocolate,LIKE WATER FOR CHOCOLATE (MOVIE),Read the New York Times Review of Like Water for Chocolate,article,http://www.nytimes.com/movie/review?res=9F0CE7DA1438F934A25751C0A965958260,R,,5/28/1993,2/17/1993,Mexican family saga of food and forbidden love. Lip-smacking good.
Stephen Holden,0,11/2/2017 4:17,Menace II Society,MENACE II SOCIETY (MOVIE),Read the New York Times Review of Menace II Society,article,http://www.nytimes.com/movie/review?res=9F0CE3DC1231F935A15756C0A965958260,R,,5/26/1993,5/26/1993,Teenage life in Watts. Flashy but graphic and chilling.
EDWARD ROTHSTEIN,0,11/2/2017 4:17,Oedipus Rex,OEDIPUS REX (MOVIE),Read the New York Times Review of Oedipus Rex,article,http://www.nytimes.com/movie/review?res=9F0CE1DC173AF932A05750C0A965958260,,,5/26/1993,3/31/1993,
Janet Maslin,0,11/2/2017 4:17,Sliver,SLIVER (MOVIE),Read the New York Times Review of Sliver,article,http://www.nytimes.com/movie/review?res=9F0CE4D71E38F931A15756C0A965958260,R,,5/21/1993,5/22/1993,Odd murders in high-rise apartment building. Senseless and crass.
Janet Maslin,0,11/2/2017 4:17,Hot Shots! Part Deux,HOT SHOTS! PART DEUX (MOVIE),Read the New York Times Review of Hot Shots! Part Deux,article,http://www.nytimes.com/movie/review?res=9F0CEED8143EF932A15756C0A965958260,PG-13,,5/21/1993,5/21/1993,Commando rescue. Deliciously silly brawn-and-crunch satire.
Janet Maslin,0,11/2/2017 4:17,Posse,POSSE (MOVIE),Read the New York Times Review of Posse,article,http://www.nytimes.com/movie/review?res=9F0CE4D81430F937A25756C0A965958260,R,,5/14/1993,5/14/1993,Band of black heroes. Uneven but rewarding western.
Janet Maslin,0,11/2/2017 4:17,Lost in Yonkers,LOST IN YONKERS (MOVIE),Read the New York Times Review of Lost in Yonkers,article,http://www.nytimes.com/movie/review?res=9F0CE4DF1530F937A25756C0A965958260,PG,,5/14/1993,5/14/1993,"Simon's picturesque 1942 clan, nicely shifted from Broadway."
Janet Maslin,0,11/2/2017 4:17,Map of the Human Heart,MAP OF THE HUMAN HEART (MOVIE),Read the New York Times Review of Map of the Human Heart,article,http://www.nytimes.com/movie/review?res=9F0CE6DC1630F930A15757C0A965958260,R,,5/14/1993,4/23/1993,Young Eskimo and sweetheart. Colorfully eccentric odyssey but conventional core. Best for eerily authentic Arctic episodes.
